Filter,SWAF,TAF,NAF
FP, 0.052, 0.036000, 0.027000
FP, 0.052, 0.038000, 0.026000
FP, 0.052, 0.036000, 0.024000
FP, 0.052, 0.034000, 0.000000
FP, 0.052, 0.035000, 0.000000
FP, 0.01, 0.103000, 0.038000
FP, 0.001, 0.034000, 0.056000
FP, 0.001, 0.038000, 0.057000
FP, 0.0015, 0.040000, 0.061000
FP, 0.0015, 0.045000, 0.000000
FP, 0.0015, 0.045000, 0.000000
FP, 0.0015, 0.047000, 0.000000
FP, 0.0015, 0.047000, 0.000000
FP, 0.002, 0.063000, 0.000000
FP, 0.002, 0.063000, 0.037000
FP, 0.006, 0.065000, 0.034000
FP, 0.001, 0.041000, 0.040000
FP, 0.0015, 0.042000, 0.040000
FP, 0.0015, 0.044000, 0.022000
FP, 0.001, 0.047000, 0.024000
FP, 0.0015, 0.049000, 0.024000
FP, 0.002, 0.033000, 0.000000
FP, 0.007, 0.034000, 0.050000
FP, 0.122, 0.042000, 0.032000
FP, 0.122, 0.051000, 0.026000
FP, 0.122, 0.049000, 0.025000
FP, 0.122, 0.053000, 0.027000
FP, 0.122, 0.053000, 0.028000
FP, 0.122, 0.054000, 0.000000
FP, 0.129, 0.667000, 0.000000
FP, 0.093, 0.667000, 0.000000
FP, 0.162, 0.391000, 0.190000
FP, 0.162, 0.070000, 0.069000
FP, 0.162, 0.070000, 0.069000
FP, 0.0015, 0.068000, 0.069000
FP, 0.0015, 0.064000, 0.026000
FP, 0.014, 0.064000, 0.026000
FP, 0.015, 0.064000, 0.026000
FP, 0.012, 0.041000, 0.000000
FP, 0.011, 0.043000, 0.000000
FP, 0.101, 0.125000, 0.091000
FP, 0.11, 0.133000, 0.100000
FP, 0.106, 0.118000, 0.100000
FP, 0.088, 0.125000, 0.125000
FP, 0.007, 0.125000, 0.000000
FP, 0.0075, 0.125000, 0.000000
FP, 0.007, 0.125000, 0.000000
FP, 0.0055, 0.103000, 0.000000
FP, 0.092, 1.000000, 0.000000
FP, 0.092, 1.000000, 0.000000
FP, 0.063, 1.000000, 0.000000
FP, 0.063, 0.216000, 0.182000
FP, 0.063, 0.093000, 0.114000
FP, 0.032, 0.111000, 0.053000
FP, 0.193, 0.190000, 0.000000
FP, 0.011, 0.094000, 0.016000
FP, 0.012, 0.094000, 0.076000
FP, 0.0065, 0.056000, 0.041000
FP, 0.014, 0.043000, 0.042000
FP, 0.011, 0.043000, 0.043000
FP, 0.595, 0.088000, 0.051000
FP, 0.595, 0.076000, 0.051000
FP, 0.595, 0.099000, 0.048000
FP, 0.021, 0.085000, 0.045000
FP, 0.015, 0.035000, 0.091000
FP, 0.042, 0.056000, 0.014000
FP, 0.0045, 0.077000, 0.035000
FP, 0.013, 0.072000, 0.058000
FP, 0.013, 0.030000, 0.041000
FP, 0.022, 0.050000, 0.049000
FP, 0.051, 0.023000, 0.018000
FP, 0.128, 0.022000, 0.028000
FP, 0.128, 0.036000, 0.057000
FP, 0.128, 0.035000, 0.057000
FP, 0.032, 0.048000, 0.056000
FP, 0.0005, 0.038000, 0.043000
FP, 0.0005, 0.028000, 0.044000
FP, 0.0005, 0.029000, 0.044000
FP, 0.0005, 0.029000, 0.047000
FP, 0.0005, 0.031000, 0.049000
FP, 0.015, 0.079000, 0.031000
FP, 0.015, 0.057000, 0.105000
FP, 0.064, 0.033000, 0.057000
FP, 0.064, 0.032000, 0.055000
FP, 0.064, 0.032000, 0.029000
FP, 0.064, 0.032000, 0.028000
FP, 0.064, 0.056000, 0.015000
FP, 0.106, 0.033000, 0.015000
FP, 0.091, 0.038000, 0.016000
FP, 0.028, 0.024000, 0.000000
FP, 0.056, 0.033000, 0.050000
FP, 0.059, 0.055000, 0.071000
FP, 0.059, 0.096000, 0.106000
FP, 0.0025, 0.071000, 0.077000
FP, 0.0025, 0.120000, 0.068000
FP, 0.124, 0.135000, 0.050000
FP, 0.232, 0.119000, 0.038000
FP, 0.171, 0.147000, 0.048000
FP, 0.031, 0.167000, 0.000000
FP, 0.088, 0.182000, 0.000000
FP, 0.078, 0.133000, 0.000000
FP, 0.286, 0.200000, 0.048000
FP, 0.086, 0.161000, 0.000000
FP, 0.057, 0.138000, 0.000000
FP, 0.036, 0.071000, 0.000000
FP, 0.047, 0.071000, 0.043000
FP, 0.005, 0.059000, 0.000000
FP, 0.043, 0.107000, 0.043000
FP, 0.038, 0.077000, 0.078000
FP, 0.05, 0.045000, 0.047000
FP, 0.017, 0.093000, 0.000000
FP, 0.009, 0.091000, 0.000000
FP, 0.126, 0.060000, 0.000000
FP, 0.119, 0.059000, 0.000000
FP, 0.023, 0.052000, 0.024000
FP, 0.023, 0.054000, 0.024000
FP, 0.068, 0.172000, 0.059000
FP, 0.003165, 0.400000, 0.000000
FP, 0.02, 0.136000, 0.059000
FP, 0.005538, 0.400000, 0.000000
FP, 0.005538, 0.400000, 0.000000
FP, 0.005538, 0.025000, 0.040000
FP, 0.003, 0.064000, 0.009646
FP, 0.012, 0.102000, 0.013000
FP, 0.014, 0.126000, 0.063000
FP, 0.014, 0.102000, 0.012000
FP, 0.349, 0.049000, 0.041000
FP, 0.349, 0.108000, 0.000000
FP, 0.001, 0.061000, 0.000000
FP, 0.001, 0.053000, 0.000000
FP, 0.001, 0.026000, 0.000000
FP, 0.005506, 0.030000, 0.000000
FP, 0.001506, 0.019000, 0.000000
FP, 0.001506, 0.019000, 0.000000
FP, 0.001506, 0.250000, 0.000000
FP, 0.033, 0.500000, 0.200000
FP, 0.004505, 0.263000, 0.082000
FP, 0.004505, 0.068000, 0.044000
FP, 0.0035, 0.051000, 0.026000
FP, 0.005005, 0.027000, 0.036000
FP, 0.128, 0.080000, 0.065000
FP, 0.121, 0.064000, 0.062000
FP, 0.105, 0.047000, 0.053000
FP, 0.103, 0.047000, 0.052000
FP, 0.091, 0.036000, 0.050000
FP, 0.037, 0.037000, 0.036000
FP, 0.035, 0.037000, 0.037000
FP, 0.02, 0.037000, 0.036000
FP, 0.016, 0.035000, 0.029000
FP, 0.011, 0.027000, 0.007299
FP, 0.011, 0.037000, 0.022000
FP, 0.011, 0.051000, 0.039000
FP, 0.019, 0.105000, 0.061000
FP, 0.037, 0.100000, 0.054000
FP, 0.037, 0.500000, 0.000000
FP, 0.047, 0.273000, 0.125000
FP, 0.113, 1.000000, 0.000000
FP, 0.113, 0.667000, 0.000000
FP, 0.013, 0.667000, 0.000000
FP, 0.013, 0.667000, 0.000000
FP, 0.126, 0.667000, 0.000000
FP, 0.126, 0.182000, 0.000000
FP, 0.044, 0.182000, 0.034000
FP, 0.044, 0.333000, 0.120000
FP, 0.335, 0.500000, 0.083000
FP, 0.337, 0.429000, 0.071000
FP, 0.332, 0.429000, 0.067000
FP, 0.326, 0.429000, 0.067000
FP, 0.312, 0.333000, 0.053000
FP, 0.044, 0.500000, 0.200000
FP, 0.017, 0.333000, 0.071000
FP, 0.017, 0.286000, 0.000000
FP, 0.017, 0.286000, 0.000000
FP, 0.003511, 0.286000, 0.000000
FP, 0.003511, 0.182000, 0.000000
FP, 0.045, 0.211000, 0.056000
FP, 0.058, 0.211000, 0.069000
FP, 0.025, 0.190000, 0.061000
FP, 0.025, 0.250000, 0.111000
FP, 0.025, 0.148000, 0.130000
FP, 0.025, 0.086000, 0.036000
FP, 0.025, 0.086000, 0.036000
FP, 0.049, 0.500000, 0.000000
PASS, 0.006, 0.227000, 0.071000
FP, 0.0035, 0.063000, 0.045000
FP, 0.0035, 0.132000, 0.077000
FP, 0.065, 0.176000, 0.077000
FP, 0.044, 0.258000, 0.095000
FP, 0.003, 0.075000, 0.049000
FP, 0.003, 0.125000, 0.056000
FP, 0.019, 0.333000, 0.000000
FP, 0.005, 0.138000, 0.000000
FP, 0.0035, 0.034000, 0.050000
FP, 0.0035, 0.034000, 0.051000
FP, 0.0035, 0.033000, 0.053000
PASS, 0.0035, 0.368000, 0.000000
FP, 0.0035, 0.051000, 0.000000
FP, 0.0035, 0.051000, 0.000000
FP, 0.0035, 0.051000, 0.000000
FP, 0.0035, 0.051000, 0.000000
FP, 0.135, 0.333000, 0.083000
FP, 0.002466, 0.333000, 0.083000
FP, 0.264, 0.759000, 0.333000
FP, 0.02, 0.036000, 0.059000
FP, 0.02, 0.036000, 0.059000
FP, 0.004, 0.048000, 0.029000
FP, 0.0025, 0.049000, 0.027000
FP, 0.0055, 0.067000, 0.054000
FP, 0.0055, 0.055000, 0.000000
FP, 0.376, 0.400000, 0.000000
FP, 0.0035, 0.100000, 0.023000
FP, 0.0035, 0.107000, 0.024000
FP, 0.0035, 0.100000, 0.029000
FP, 0.001, 0.038000, 0.020000
FP, 0.162, 0.165000, 0.100000
FP, 0.123, 0.120000, 0.083000
FP, 0.021, 0.049000, 0.073000
FP, 0.021, 0.035000, 0.000000
FP, 0.021, 0.111000, 0.038000
FP, 0.021, 0.113000, 0.038000
FP, 0.021, 0.258000, 0.098000
FP, 0.171, 0.065000, 0.098000
FP, 0.158, 0.088000, 0.057000
PASS, 0.012, 0.081000, 0.013000
FP, 0.031, 0.099000, 0.038000
FP, 0.034, 0.156000, 0.048000
FP, 0.333, 0.149000, 0.053000
FP, 0.015, 0.056000, 0.044000
FP, 0.012, 0.029000, 0.000000
FP, 0.011, 0.030000, 0.000000
FP, 0.211, 0.037000, 0.054000
FP, 0.109, 0.067000, 0.073000
FP, 0.378, 0.200000, 0.209000
FP, 0.378, 0.143000, 0.000000
FP, 0.021, 0.143000, 0.000000
FP, 0.058, 0.217000, 0.200000
PASS, 0.0055, 0.163000, 0.067000
FP, 0.0055, 0.094000, 0.068000
FP, 0.0055, 0.094000, 0.050000
FP, 0.008, 0.073000, 0.031000
FP, 0.007, 0.054000, 0.029000
FP, 0.007, 0.214000, 0.372000
FP, 0.029, 0.162000, 0.105000
FP, 0.017, 0.143000, 0.000000
FP, 0.017, 0.042000, 0.000000
FP, 0.017, 0.042000, 0.000000
FP, 0.017, 0.043000, 0.000000
FP, 0.017, 0.043000, 0.000000
FP, 0.017, 0.043000, 0.000000
FP, 0.017, 0.043000, 0.000000
FP, 0.017, 0.042000, 0.000000
FP, 0.017, 0.043000, 0.000000
FP, 0.013, 0.041000, 0.026000
FP, 0.015, 0.047000, 0.032000
FP, 0.011, 0.102000, 0.033000
FP, 0.011, 0.102000, 0.033000
FP, 0.011, 0.079000, 0.045000
FP, 0.011, 0.077000, 0.045000
FP, 0.011, 0.073000, 0.045000
FP, 0.011, 0.098000, 0.045000
FP, 0.011, 0.098000, 0.045000
FP, 0.011, 0.098000, 0.048000
FP, 0.392, 0.875000, 0.200000
FP, 0.392, 0.065000, 0.000000
FP, 0.392, 0.064000, 0.000000
FP, 0.392, 0.064000, 0.000000
FP, 0.392, 0.039000, 0.000000
FP, 0.392, 0.039000, 0.000000
FP, 0.392, 0.039000, 0.000000
FP, 0.392, 0.038000, 0.000000
FP, 0.155, 0.158000, 0.000000
FP, 0.11, 0.143000, 0.000000
FP, 0.047, 0.067000, 0.000000
FP, 0.047, 0.067000, 0.000000
FP, 0.046, 0.087000, 0.000000
FP, 0.047, 0.091000, 0.000000
FP, 0.046, 0.091000, 0.000000
FP, 0.046, 0.091000, 0.000000
FP, 0.047, 0.095000, 0.000000
FP, 0.048, 0.095000, 0.000000
FP, 0.049, 0.091000, 0.000000
FP, 0.049, 0.093000, 0.000000
PASS, 0.049, 0.179000, 0.000000
FP, 0.257, 0.500000, 0.000000
FP, 0.257, 0.065000, 0.000000
FP, 0.257, 0.065000, 0.000000
PASS, 0.0065, 0.143000, 0.000000
FP, 0.0065, 0.027000, 0.070000
FP, 0.0065, 0.238000, 0.100000
FP, 0.244, 0.261000, 0.000000
FP, 0.04, 0.344000, 0.063000
FP, 0.116, 0.567000, 0.259000
FP, 0.028, 0.071000, 0.050000
FP, 0.021, 0.061000, 0.040000
FP, 0.0095, 0.065000, 0.045000
FP, 0.0055, 0.059000, 0.000000
FP, 0.232, 0.073000, 0.091000
FP, 0.046, 0.147000, 0.056000
FP, 0.153, 0.098000, 0.000000
FP, 0.152, 0.098000, 0.000000
FP, 0.391, 0.164000, 0.111000
FP, 0.206, 0.173000, 0.081000
FP, 0.029, 0.135000, 0.083000
FP, 0.029, 0.040000, 0.000000
FP, 0.029, 0.039000, 0.000000
FP, 0.029, 0.038000, 0.000000
FP, 0.029, 0.040000, 0.000000
FP, 0.029, 0.039000, 0.000000
FP, 0.029, 0.036000, 0.000000
FP, 0.029, 0.037000, 0.000000
PASS, 0.029, 0.200000, 0.000000
FP, 0.018, 0.091000, 0.071000
FP, 0.018, 0.033000, 0.000000
FP, 0.018, 0.033000, 0.000000
FP, 0.033, 0.143000, 0.087000
FP, 0.019, 0.167000, 0.087000
FP, 0.009, 0.050000, 0.036000
FP, 0.009, 0.024000, 0.000000
PASS, 0.024, 0.167000, 0.000000
PASS, 0.0095, 0.100000, 0.038000
FP, 0.007, 0.038000, 0.025000
FP, 0.0075, 0.038000, 0.025000
FP, 0.0075, 0.038000, 0.026000
FP, 0.001, 0.038000, 0.022000
FP, 0.0035, 0.037000, 0.045000
FP, 0.0035, 0.036000, 0.045000
FP, 0.003, 0.037000, 0.045000
FP, 0.0025, 0.039000, 0.022000
FP, 0.0025, 0.080000, 0.000000
FP, 0.0025, 0.048000, 0.000000
FP, 0.0025, 0.058000, 0.032000
FP, 0.0025, 0.056000, 0.032000
FP, 0.0025, 0.041000, 0.091000
FP, 0.0025, 0.028000, 0.078000
FP, 0.0025, 0.036000, 0.024000
FP, 0.0015, 0.053000, 0.022000
FP, 0.0025, 0.053000, 0.045000
FP, 0.003, 0.055000, 0.045000
FP, 0.003, 0.055000, 0.047000
FP, 0.102, 0.308000, 0.071000
FP, 0.102, 0.065000, 0.031000
FP, 0.102, 0.064000, 0.031000
FP, 0.102, 0.065000, 0.031000
FP, 0.0045, 0.068000, 0.030000
FP, 0.0045, 0.068000, 0.031000
FP, 0.0045, 0.065000, 0.031000
FP, 0.005, 0.065000, 0.063000
FP, 0.005, 0.053000, 0.000000
FP, 0.005, 0.050000, 0.000000
FP, 0.005, 0.045000, 0.000000
FP, 0.005, 0.047000, 0.000000
FP, 0.005, 0.045000, 0.027000
FP, 0.005, 0.042000, 0.000000
FP, 0.108, 0.778000, 0.000000
FP, 0.108, 0.143000, 0.107000
FP, 0.013, 0.111000, 0.037000
FP, 0.014, 0.109000, 0.034000
FP, 0.012, 0.111000, 0.034000
FP, 0.0085, 0.093000, 0.032000
FP, 0.008, 0.087000, 0.029000
FP, 0.0035, 0.109000, 0.029000
FP, 0.0035, 0.042000, 0.000000
FP, 0.0035, 0.040000, 0.000000
FP, 0.0035, 0.041000, 0.000000
FP, 0.044, 0.190000, 0.091000
FP, 0.021, 0.250000, 0.100000
FP, 0.246, 0.179000, 0.061000
FP, 0.101, 0.125000, 0.000000
FP, 0.057, 0.120000, 0.000000
FP, 0.056, 0.120000, 0.000000
FP, 0.054, 0.120000, 0.000000
FP, 0.053, 1.000000, 1.000000
FP, 0.065, 0.045000, 0.000000
FP, 0.032, 0.065000, 0.021000
FP, 0.032, 0.065000, 0.022000
FP, 0.033, 0.068000, 0.022000
FP, 0.033, 0.070000, 0.021000
FP, 0.032, 0.068000, 0.021000
FP, 0.034, 0.068000, 0.022000
FP, 0.0025, 0.093000, 0.023000
FP, 0.0025, 0.093000, 0.023000
FP, 0.003, 0.078000, 0.021000
FP, 0.003, 0.082000, 0.021000
FP, 0.005, 0.083000, 0.020000
FP, 0.0055, 0.080000, 0.020000
FP, 0.0055, 0.080000, 0.020000
FP, 0.0055, 0.080000, 0.020000
FP, 0.0055, 0.111000, 0.000000
FP, 0.004, 0.044000, 0.040000
FP, 0.004, 0.043000, 0.038000
FP, 0.003, 0.043000, 0.038000
FP, 0.0035, 0.043000, 0.040000
FP, 0.003, 0.045000, 0.042000
FP, 0.009424, 0.375000, 0.000000
FP, 0.009424, 0.064000, 0.030000
FP, 0.0045, 0.049000, 0.030000
FP, 0.003564, 0.041000, 0.034000
FP, 0.003564, 0.041000, 0.034000
FP, 0.001, 0.036000, 0.025000
FP, 0.255, 0.121000, 0.088000
FP, 0.255, 0.038000, 0.062000
FP, 0.0035, 0.059000, 0.000000
FP, 0.0035, 0.059000, 0.000000
FP, 0.0035, 0.059000, 0.000000
FP, 0.004, 0.059000, 0.000000
FP, 0.0035, 0.059000, 0.000000
FP, 0.0025, 0.061000, 0.000000
FP, 0.003, 0.063000, 0.000000
FP, 0.005, 0.050000, 0.074000
FP, 0.005, 0.050000, 0.074000
FP, 0.005, 0.050000, 0.037000
FP, 0.005, 0.050000, 0.036000
FP, 0.0005, 0.043000, 0.000000
FP, 0.0005, 0.043000, 0.000000
FP, 0.001, 0.043000, 0.000000
FP, 0.001, 0.043000, 0.000000
FP, 0.005, 0.121000, 0.000000
FP, 0.005, 0.121000, 0.000000
FP, 0.0045, 0.121000, 0.000000
FP, 0.004, 0.121000, 0.000000
FP, 0.003, 0.118000, 0.000000
FP, 0.002, 0.097000, 0.000000
FP, 0.002, 0.063000, 0.000000
FP, 0.002, 0.808000, 0.455000
FP, 0.002, 0.075000, 0.000000
FP, 0.002, 0.071000, 0.000000
FP, 0.002, 0.070000, 0.000000
FP, 0.002, 0.044000, 0.000000
FP, 0.099, 0.467000, 0.167000
FP, 0.099, 0.033000, 0.024000
FP, 0.0055, 0.038000, 0.045000
FP, 0.0055, 0.037000, 0.045000
FP, 0.0045, 0.038000, 0.024000
FP, 0.029, 0.167000, 0.000000
FP, 0.293, 0.517000, 0.200000
FP, 0.04, 0.041000, 0.000000
FP, 0.038, 0.042000, 0.000000
FP, 0.02, 0.109000, 0.107000
FP, 0.014, 0.078000, 0.071000
FP, 0.019, 0.038000, 0.021000
FP, 0.021, 0.038000, 0.020000
FP, 0.019, 0.038000, 0.020000
FP, 0.018, 0.040000, 0.020000
FP, 0.018, 0.042000, 0.019000
FP, 0.065, 0.043000, 0.020000
FP, 0.064, 0.043000, 0.019000
FP, 0.066, 0.043000, 0.020000
FP, 0.066, 0.079000, 0.050000
FP, 0.066, 0.591000, 0.200000
FP, 0.066, 0.032000, 0.000000
FP, 0.066, 0.033000, 0.000000
FP, 0.066, 0.037000, 0.000000
FP, 0.066, 0.037000, 0.000000
FP, 0.066, 0.107000, 0.085000
FP, 0.0055, 0.057000, 0.061000
FP, 0.061, 0.364000, 0.000000
FP, 0.0075, 0.121000, 0.133000
FP, 0.021, 0.048000, 0.040000
FP, 0.025, 0.073000, 0.033000
FP, 0.025, 0.071000, 0.033000
FP, 0.021, 0.073000, 0.000000
FP, 0.016, 0.049000, 0.000000
FP, 0.016, 0.044000, 0.000000
FP, 0.016, 0.044000, 0.000000
FP, 0.016, 0.043000, 0.000000
FP, 0.016, 0.045000, 0.000000
FP, 0.019, 0.082000, 0.038000
FP, 0.022, 0.085000, 0.037000
FP, 0.02, 0.085000, 0.040000
FP, 0.018, 0.087000, 0.040000
FP, 0.012, 0.091000, 0.037000
FP, 0.0075, 0.043000, 0.034000
FP, 0.0035, 0.043000, 0.000000
FP, 0.002, 0.043000, 0.000000
FP, 0.446, 0.842000, 0.353000
FP, 0.446, 0.125000, 0.077000
FP, 0.446, 1.000000, 0.000000
FP, 0.09, 0.400000, 0.000000
FP, 0.0085, 0.043000, 0.029000
FP, 0.009, 0.043000, 0.029000
FP, 0.009, 0.044000, 0.029000
FP, 0.009, 0.037000, 0.050000
FP, 0.009, 0.037000, 0.050000
FP, 0.009, 0.038000, 0.050000
FP, 0.004505, 0.056000, 0.000000
FP, 0.004505, 0.034000, 0.039000
FP, 0.0005005, 0.033000, 0.038000
FP, 0.0005005, 0.033000, 0.037000
FP, 0.02, 0.061000, 0.038000
FP, 0.004505, 0.041000, 0.059000
FP, 0.006507, 0.043000, 0.060000
FP, 0.006507, 0.039000, 0.044000
FP, 0.027, 0.056000, 0.024000
FP, 0.151, 0.055000, 0.024000
FP, 0.018, 0.041000, 0.022000
FP, 0.017, 0.041000, 0.022000
FP, 0.015, 0.080000, 0.098000
FP, 0.015, 0.042000, 0.016000
FP, 0.039, 0.053000, 0.088000
FP, 0.001001, 0.049000, 0.052000
PASS, 0.03, 0.095000, 0.024000
FP, 0.03, 0.054000, 0.063000
FP, 0.044, 0.115000, 0.079000
FP, 0.044, 0.115000, 0.079000
FP, 0.71, 0.250000, 0.071000
FP, 0.042, 1.000000, 0.035000
FP, 0.128, 0.421000, 0.125000
FP, 0.128, 0.052000, 0.041000
FP, 0.0015, 0.080000, 0.025000
FP, 0.0015, 0.143000, 0.000000
FP, 0.035, 0.164000, 0.075000
FP, 0.038, 0.150000, 0.070000
FP, 0.021, 0.120000, 0.071000
FP, 0.025, 0.119000, 0.075000
FP, 0.02, 0.103000, 0.054000
FP, 0.004004, 0.154000, 0.083000
FP, 0.033, 0.082000, 0.053000
FP, 0.033, 0.027000, 0.000000
FP, 0.033, 0.028000, 0.000000
FP, 0.033, 0.033000, 0.000000
FP, 0.033, 0.032000, 0.000000
FP, 0.028, 0.031000, 0.000000
FP, 0.028, 0.032000, 0.000000
FP, 0.028, 0.033000, 0.000000
FP, 0.028, 0.031000, 0.000000
FP, 0.026, 0.030000, 0.000000
FP, 0.026, 0.030000, 0.000000
FP, 0.584, 0.074000, 0.038000
FP, 0.244, 0.103000, 0.151000
FP, 0.032, 0.119000, 0.159000
FP, 0.032, 0.034000, 0.000000
FP, 0.032, 0.036000, 0.000000
FP, 0.047, 0.116000, 0.100000
FP, 0.021, 0.333000, 0.231000
FP, 0.013, 0.104000, 0.051000
FP, 0.013, 0.104000, 0.051000
FP, 0.017, 0.104000, 0.054000
FP, 0.028, 0.128000, 0.088000
FP, 0.001012, 0.150000, 0.000000
FP, 0.001016, 0.150000, 0.000000
FP, 0.001016, 0.143000, 0.000000
FP, 0.001016, 0.143000, 0.000000
FP, 0.001016, 0.214000, 0.000000
FP, 0.029, 0.140000, 0.119000
FP, 0.015, 0.094000, 0.026000
FP, 0.031, 0.161000, 0.083000
FP, 0.02, 0.069000, 0.000000
FP, 0.028, 0.061000, 0.051000
FP, 0.016, 0.081000, 0.060000
FP, 0.016, 0.057000, 0.000000
FP, 0.021, 0.123000, 0.082000
FP, 0.233, 0.438000, 0.000000
FP, 0.011, 0.182000, 0.043000
FP, 0.005729, 0.182000, 0.045000
FP, 0.005729, 0.500000, 0.000000
FP, 0.005729, 0.500000, 0.000000
FP, 0.234, 0.444000, 0.000000
FP, 0.087, 0.364000, 0.000000
FP, 0.01, 0.055000, 0.052000
FP, 0.007, 0.036000, 0.058000
