Filter,SWAF,TAF,NAF
FP, 0.021, 0.035000, 0.076000
FP, 0.051, 0.047000, 0.049000
FP, 0.051, 0.111000, 0.042000
FP, 0.051, 0.111000, 0.021000
FP, 0.051, 0.143000, 0.025000
FP, 0.051, 0.111000, 0.154000
FP, 0.051, 0.286000, 0.077000
FP, 0.051, 0.167000, 0.079000
FP, 0.089, 0.095000, 0.065000
FP, 0.029, 0.150000, 0.067000
FP, 0.029, 0.160000, 0.053000
FP, 0.011, 0.080000, 0.000000
FP, 0.012, 0.222000, 0.000000
FP, 0.012, 0.103000, 0.023000
FP, 0.012, 0.077000, 0.021000
FP, 0.012, 0.077000, 0.021000
FP, 0.012, 0.071000, 0.020000
FP, 0.012, 0.069000, 0.019000
FP, 0.012, 0.065000, 0.021000
FP, 0.012, 0.067000, 0.021000
FP, 0.012, 0.067000, 0.021000
FP, 0.012, 0.067000, 0.022000
FP, 0.012, 0.065000, 0.000000
FP, 0.244, 0.280000, 0.157000
PASS, 0.244, 0.273000, 0.000000
PASS, 0.014, 0.273000, 0.000000
FP, 0.014, 0.052000, 0.000000
FP, 0.005, 0.040000, 0.049000
FP, 0.211, 0.040000, 0.049000
FP, 0.497, 0.533000, 0.311000
FP, 0.0015, 0.054000, 0.000000
FP, 0.056, 0.135000, 0.049000
FP, 0.06, 0.073000, 0.073000
FP, 0.069, 0.073000, 0.093000
FP, 0.072, 0.077000, 0.093000
FP, 0.123, 0.122000, 0.054000
FP, 0.107, 0.140000, 0.027000
FP, 0.092, 0.077000, 0.000000
FP, 0.09, 0.081000, 0.000000
FP, 0.068, 0.065000, 0.000000
FP, 0.066, 0.067000, 0.000000
FP, 0.067, 0.065000, 0.000000
FP, 0.0065, 0.080000, 0.000000
PASS, 0.212, 0.068000, 0.000000
FP, 0.337, 0.131000, 0.084000
FP, 0.103, 0.070000, 0.071000
FP, 0.032, 0.061000, 0.105000
FP, 0.112, 0.083000, 0.089000
FP, 0.056, 0.087000, 0.067000
FP, 0.052, 0.091000, 0.067000
FP, 0.026, 0.083000, 0.032000
FP, 0.026, 0.154000, 0.000000
FP, 0.026, 0.154000, 0.000000
FP, 0.021, 0.139000, 0.133000
FP, 0.021, 0.130000, 0.000000
FP, 0.021, 0.136000, 0.000000
FP, 0.021, 0.143000, 0.000000
FP, 0.021, 0.150000, 0.000000
FP, 0.0025, 0.167000, 0.000000
FP, 0.002, 0.200000, 0.000000
FP, 0.002, 0.200000, 0.000000
FP, 0.0035, 0.049000, 0.025000
FP, 0.023, 0.107000, 0.027000
FP, 0.026, 0.138000, 0.027000
FP, 0.026, 0.138000, 0.027000
FP, 0.027, 0.138000, 0.027000
FP, 0.029, 0.138000, 0.027000
FP, 0.03, 0.138000, 0.027000
FP, 0.033, 0.179000, 0.051000
FP, 0.007, 0.120000, 0.000000
FP, 0.0075, 0.120000, 0.000000
FP, 0.008, 0.120000, 0.000000
FP, 0.008, 0.095000, 0.000000
FP, 0.008, 0.095000, 0.000000
FP, 0.011, 0.063000, 0.040000
FP, 0.011, 0.063000, 0.040000
FP, 0.019, 0.050000, 0.061000
FP, 0.019, 0.050000, 0.061000
FP, 0.019, 0.067000, 0.000000
FP, 0.019, 0.063000, 0.000000
FP, 0.019, 0.063000, 0.000000
FP, 0.019, 0.063000, 0.000000
FP, 0.019, 0.063000, 0.000000
FP, 0.019, 0.063000, 0.000000
FP, 0.019, 0.063000, 0.033000
PASS, 0.019, 0.208000, 0.000000
FP, 0.019, 0.111000, 0.000000
FP, 0.019, 0.375000, 0.059000
FP, 0.019, 0.375000, 0.056000
FP, 0.019, 0.357000, 0.143000
FP, 0.01, 0.057000, 0.058000
FP, 0.671, 0.513000, 0.324000
PASS, 0.671, 0.083000, 0.000000
FP, 0.012, 0.119000, 0.000000
FP, 0.009, 0.116000, 0.000000
FP, 0.009, 0.095000, 0.000000
FP, 0.007, 0.098000, 0.000000
FP, 0.0055, 0.054000, 0.000000
FP, 0.025, 0.105000, 0.043000
FP, 0.016, 0.105000, 0.042000
FP, 0.013, 0.105000, 0.042000
FP, 0.004, 0.105000, 0.038000
FP, 0.004, 0.050000, 0.000000
FP, 0.004, 0.050000, 0.000000
FP, 0.004, 0.050000, 0.000000
FP, 0.004, 0.051000, 0.000000
FP, 0.004, 0.051000, 0.000000
FP, 0.004, 0.050000, 0.000000
FP, 0.004, 0.053000, 0.000000
FP, 0.004, 0.050000, 0.000000
FP, 0.004, 0.053000, 0.000000
FP, 0.004, 0.050000, 0.000000
FP, 0.004, 0.050000, 0.000000
FP, 0.004, 0.051000, 0.000000
FP, 0.004, 0.039000, 0.000000
FP, 0.004, 0.038000, 0.000000
FP, 0.004, 0.038000, 0.000000
FP, 0.004, 0.038000, 0.000000
FP, 0.049, 0.091000, 0.000000
FP, 0.682, 0.051000, 0.000000
FP, 0.703, 0.050000, 0.000000
FP, 0.05, 0.057000, 0.000000
FP, 0.293, 0.231000, 0.037000
FP, 0.291, 0.231000, 0.036000
FP, 0.286, 0.231000, 0.036000
FP, 0.284, 0.231000, 0.036000
FP, 0.28, 0.231000, 0.036000
FP, 0.28, 0.043000, 0.000000
FP, 0.28, 0.043000, 0.000000
FP, 0.28, 0.043000, 0.000000
FP, 0.001, 0.044000, 0.000000
FP, 0.001, 0.045000, 0.000000
FP, 0.001, 0.045000, 0.000000
FP, 0.001, 0.044000, 0.000000
FP, 0.001, 0.045000, 0.000000
FP, 0.001, 0.051000, 0.000000
FP, 0.001, 0.049000, 0.000000
FP, 0.001, 0.051000, 0.000000
FP, 0.001, 0.073000, 0.000000
FP, 0.005, 0.050000, 0.049000
FP, 0.0045, 0.071000, 0.045000
FP, 0.0045, 0.073000, 0.044000
FP, 0.006, 0.073000, 0.042000
FP, 0.006, 0.096000, 0.103000
FP, 0.018, 0.065000, 0.022000
FP, 0.01, 0.087000, 0.000000
FP, 0.011, 0.087000, 0.000000
FP, 0.011, 0.071000, 0.000000
FP, 0.001, 0.071000, 0.000000
FP, 0.0015, 0.080000, 0.000000
FP, 0.0015, 0.100000, 0.000000
FP, 0.0015, 0.100000, 0.000000
FP, 0.0015, 0.050000, 0.017000
FP, 0.001, 0.050000, 0.019000
FP, 0.016, 0.088000, 0.022000
FP, 0.017, 0.088000, 0.022000
FP, 0.011, 0.088000, 0.022000
FP, 0.011, 0.088000, 0.022000
FP, 0.009, 0.097000, 0.023000
FP, 0.009, 0.097000, 0.025000
FP, 0.029, 0.250000, 0.000000
FP, 0.027, 0.250000, 0.000000
FP, 0.011, 0.250000, 0.000000
FP, 0.0065, 0.250000, 0.000000
FP, 0.0065, 0.250000, 0.000000
FP, 0.0065, 0.083000, 0.021000
FP, 0.0065, 0.083000, 0.021000
FP, 0.0065, 0.083000, 0.023000
FP, 0.0065, 0.086000, 0.022000
FP, 0.0065, 0.086000, 0.000000
FP, 0.0065, 0.086000, 0.000000
FP, 0.002, 0.061000, 0.000000
FP, 0.0015, 0.057000, 0.000000
FP, 0.022, 0.125000, 0.061000
FP, 0.021, 0.125000, 0.061000
FP, 0.0005, 0.063000, 0.048000
FP, 0.0005, 0.063000, 0.048000
FP, 0.0005, 0.069000, 0.048000
FP, 0.0005, 0.067000, 0.048000
FP, 0.001, 0.065000, 0.050000
FP, 0.0095, 0.063000, 0.000000
FP, 0.012, 0.059000, 0.000000
FP, 0.013, 0.059000, 0.000000
FP, 0.013, 0.059000, 0.000000
FP, 0.012, 0.057000, 0.000000
FP, 0.014, 0.065000, 0.000000
FP, 0.014, 0.095000, 0.022000
FP, 0.014, 0.091000, 0.022000
FP, 0.014, 0.091000, 0.022000
FP, 0.014, 0.091000, 0.022000
FP, 0.007, 0.120000, 0.065000
FP, 0.019, 0.103000, 0.021000
FP, 0.021, 0.100000, 0.021000
FP, 0.019, 0.100000, 0.021000
FP, 0.018, 0.100000, 0.022000
FP, 0.018, 0.105000, 0.022000
FP, 0.065, 0.105000, 0.023000
FP, 0.064, 0.105000, 0.022000
FP, 0.066, 0.059000, 0.023000
FP, 0.0015, 0.050000, 0.018000
FP, 0.0015, 0.056000, 0.020000
FP, 0.0015, 0.100000, 0.000000
FP, 0.013, 0.094000, 0.000000
FP, 0.013, 0.500000, 0.000000
FP, 0.0045, 0.054000, 0.017000
FP, 0.0045, 0.051000, 0.017000
FP, 0.0045, 0.056000, 0.018000
FP, 0.0045, 0.056000, 0.018000
FP, 0.0045, 0.057000, 0.018000
FP, 0.001, 0.065000, 0.041000
FP, 0.0015, 0.067000, 0.040000
FP, 0.036, 0.172000, 0.048000
FP, 0.016, 0.174000, 0.059000
FP, 0.006, 0.095000, 0.063000
FP, 0.006, 0.100000, 0.000000
FP, 0.044, 0.087000, 0.043000
FP, 0.041, 0.087000, 0.040000
FP, 0.006, 0.080000, 0.000000
FP, 0.0065, 0.080000, 0.000000
FP, 0.006, 0.077000, 0.000000
FP, 0.005, 0.074000, 0.000000
FP, 0.0055, 0.069000, 0.000000
FP, 0.0025, 0.071000, 0.000000
FP, 0.0025, 0.083000, 0.023000
FP, 0.0025, 0.083000, 0.023000
FP, 0.0025, 0.083000, 0.023000
FP, 0.0055, 0.067000, 0.065000
FP, 0.0045, 0.065000, 0.043000
FP, 0.0045, 0.065000, 0.043000
FP, 0.0015, 0.065000, 0.044000
FP, 0.0015, 0.061000, 0.000000
FP, 0.0015, 0.061000, 0.000000
FP, 0.012, 0.200000, 0.185000
FP, 0.408, 0.417000, 0.217000
FP, 0.016, 0.143000, 0.000000
FP, 0.01, 0.067000, 0.010000
FP, 0.07, 0.238000, 0.056000
FP, 0.026, 0.429000, 0.049000
FP, 0.225, 0.136000, 0.050000
FP, 0.225, 0.071000, 0.017000
FP, 0.225, 0.071000, 0.016000
FP, 0.225, 0.071000, 0.016000
FP, 0.059, 0.044000, 0.019000
FP, 0.059, 0.043000, 0.019000
FP, 0.007508, 0.054000, 0.039000
FP, 0.019, 0.075000, 0.038000
FP, 0.008, 0.079000, 0.067000
FP, 0.003, 0.047000, 0.042000
FP, 0.0005, 0.047000, 0.042000
FP, 0.005, 0.048000, 0.078000
FP, 0.004536, 0.050000, 0.059000
FP, 0.004536, 0.067000, 0.000000
FP, 0.004536, 0.093000, 0.067000
FP, 0.035, 0.364000, 0.245000
FP, 0.0005, 0.033000, 0.058000
FP, 0.0005, 0.033000, 0.058000
FP, 0.0005, 0.034000, 0.057000
FP, 0.0005, 0.034000, 0.056000
FP, 0.0005, 0.032000, 0.058000
FP, 0.0005, 0.032000, 0.061000
FP, 0.0005, 0.061000, 0.000000
FP, 0.0005, 0.061000, 0.000000
FP, 0.0005, 0.061000, 0.000000
FP, 0.0005, 0.057000, 0.000000
FP, 0.0005, 0.057000, 0.000000
FP, 0.0005, 0.061000, 0.000000
FP, 0.0005, 0.057000, 0.000000
FP, 0.0005, 0.057000, 0.000000
FP, 0.033, 0.122000, 0.028000
FP, 0.028, 0.111000, 0.026000
FP, 0.02, 0.102000, 0.024000
FP, 0.014, 0.063000, 0.025000
FP, 0.007, 0.043000, 0.025000
FP, 0.0055, 0.043000, 0.025000
FP, 0.0035, 0.042000, 0.000000
FP, 0.0035, 0.043000, 0.000000
FP, 0.009, 0.048000, 0.023000
FP, 0.009, 0.049000, 0.023000
FP, 0.011, 0.059000, 0.025000
FP, 0.007, 0.061000, 0.026000
FP, 0.0065, 0.077000, 0.000000
FP, 0.009, 0.077000, 0.000000
FP, 0.0015, 0.118000, 0.000000
FP, 0.0015, 0.080000, 0.000000
FP, 0.0015, 0.071000, 0.000000
FP, 0.0015, 0.074000, 0.000000
FP, 0.01, 0.077000, 0.000000
FP, 0.012, 0.077000, 0.000000
FP, 0.014, 0.077000, 0.000000
FP, 0.008534, 0.125000, 0.000000
FP, 0.009557, 0.125000, 0.000000
FP, 0.001, 0.132000, 0.112000
FP, 0.025, 0.194000, 0.158000
FP, 0.0055, 0.061000, 0.000000
FP, 0.005, 0.061000, 0.000000
FP, 0.015, 0.083000, 0.056000
FP, 0.013, 0.074000, 0.022000
FP, 0.0065, 0.077000, 0.022000
FP, 0.0035, 0.071000, 0.022000
FP, 0.0035, 0.044000, 0.000000
FP, 0.0035, 0.044000, 0.000000
FP, 0.0035, 0.043000, 0.000000
FP, 0.0035, 0.042000, 0.000000
FP, 0.0035, 0.041000, 0.000000
FP, 0.0035, 0.043000, 0.000000
FP, 0.0035, 0.042000, 0.000000
FP, 0.0035, 0.043000, 0.000000
FP, 0.0035, 0.045000, 0.000000
FP, 0.0035, 0.045000, 0.000000
FP, 0.0035, 0.049000, 0.000000
FP, 0.0035, 0.048000, 0.000000
FP, 0.0035, 0.047000, 0.000000
FP, 0.0035, 0.048000, 0.000000
FP, 0.0035, 0.049000, 0.000000
FP, 0.009137, 0.100000, 0.037000
FP, 0.001523, 0.095000, 0.036000
FP, 0.009, 0.122000, 0.038000
FP, 0.008, 0.047000, 0.039000
FP, 0.0045, 0.048000, 0.021000
FP, 0.0055, 0.065000, 0.020000
FP, 0.0055, 0.222000, 0.000000
FP, 0.0055, 0.051000, 0.018000
FP, 0.0055, 0.075000, 0.018000
FP, 0.0055, 0.075000, 0.018000
FP, 0.0055, 0.071000, 0.018000
FP, 0.0055, 0.073000, 0.019000
FP, 0.0055, 0.073000, 0.019000
FP, 0.006, 0.100000, 0.026000
FP, 0.007, 0.100000, 0.026000
FP, 0.0065, 0.100000, 0.026000
FP, 0.0065, 0.103000, 0.026000
FP, 0.0065, 0.071000, 0.025000
FP, 0.006, 0.077000, 0.025000
FP, 0.006, 0.083000, 0.024000
FP, 0.0035, 0.080000, 0.024000
FP, 0.0035, 0.089000, 0.115000
FP, 0.0025, 0.047000, 0.000000
FP, 0.0025, 0.050000, 0.000000
FP, 0.003, 0.067000, 0.024000
FP, 0.003, 0.067000, 0.023000
FP, 0.003, 0.057000, 0.023000
FP, 0.003, 0.049000, 0.000000
FP, 0.301, 0.060000, 0.084000
FP, 0.048, 0.091000, 0.072000
FP, 0.0015, 0.100000, 0.127000
FP, 0.284, 0.093000, 0.084000
FP, 0.229, 0.021000, 0.068000
FP, 0.407, 0.070000, 0.070000
FP, 0.407, 0.116000, 0.081000
FP, 0.081, 0.052000, 0.025000
FP, 0.039, 0.059000, 0.035000
FP, 0.036, 0.059000, 0.038000
FP, 0.009, 0.089000, 0.111000
FP, 0.012, 0.089000, 0.107000
FP, 0.041, 0.064000, 0.145000
FP, 0.028, 0.089000, 0.075000
PASS, 0.107, 0.078000, 0.000000
FP, 0.107, 0.038000, 0.041000
FP, 0.107, 0.057000, 0.042000
FP, 0.107, 0.077000, 0.042000
FP, 0.107, 0.048000, 0.050000
FP, 0.102, 0.063000, 0.061000
FP, 0.0025, 0.076000, 0.147000
FP, 0.205, 0.122000, 0.060000
FP, 0.222, 0.096000, 0.077000
FP, 0.069, 0.063000, 0.050000
FP, 0.083, 0.063000, 0.123000
FP, 0.031, 0.091000, 0.063000
FP, 0.033, 0.103000, 0.063000
FP, 0.092, 0.129000, 0.085000
FP, 0.142, 0.101000, 0.064000
FP, 0.013, 0.080000, 0.011000
FP, 0.033, 0.115000, 0.095000
FP, 0.124, 0.059000, 0.042000
FP, 0.087, 0.132000, 0.136000
FP, 0.04, 0.069000, 0.118000
FP, 0.022, 0.047000, 0.069000
FP, 0.284, 0.053000, 0.077000
FP, 0.206, 0.054000, 0.066000
FP, 0.174, 0.143000, 0.128000
FP, 0.021, 0.083000, 0.045000
FP, 0.048, 0.087000, 0.078000
FP, 0.252, 0.105000, 0.017000
FP, 0.175, 0.105000, 0.017000
FP, 0.227, 0.100000, 0.000000
FP, 0.159, 0.053000, 0.000000
FP, 0.0045, 0.103000, 0.098000
FP, 0.168, 0.076000, 0.097000
FP, 0.274, 0.032000, 0.029000
FP, 0.21, 0.094000, 0.110000
FP, 0.014, 0.133000, 0.047000
FP, 0.047, 0.101000, 0.065000
FP, 0.41, 0.110000, 0.057000
FP, 0.41, 0.126000, 0.110000
FP, 0.27, 0.156000, 0.137000
FP, 0.27, 0.127000, 0.111000
FP, 0.317, 0.107000, 0.078000
FP, 0.029, 0.021000, 0.025000
FP, 0.029, 0.057000, 0.038000
FP, 0.107, 0.063000, 0.087000
FP, 0.207, 0.096000, 0.104000
FP, 0.003539, 0.069000, 0.242000
FP, 0.063, 0.100000, 0.206000
FP, 0.063, 0.063000, 0.073000
FP, 0.063, 0.050000, 0.000000
FP, 0.004, 0.113000, 0.136000
FP, 0.249, 0.176000, 0.081000
FP, 0.073, 0.097000, 0.144000
FP, 0.01, 0.062000, 0.168000
FP, 0.041, 0.085000, 0.015000
FP, 0.041, 0.042000, 0.060000
FP, 0.202, 0.120000, 0.110000
FP, 0.004, 0.054000, 0.030000
FP, 0.013, 0.049000, 0.039000
FP, 0.013, 0.049000, 0.039000
FP, 0.013, 0.056000, 0.052000
FP, 0.236, 0.056000, 0.052000
FP, 0.236, 0.567000, 0.368000
FP, 0.0075, 0.024000, 0.046000
FP, 0.0075, 0.013000, 0.005780
FP, 0.0075, 0.013000, 0.000000
FP, 0.0075, 0.013000, 0.000000
FP, 0.0025, 0.056000, 0.057000
FP, 0.36, 0.093000, 0.113000
FP, 0.099, 0.138000, 0.078000
FP, 0.03, 0.097000, 0.088000
FP, 0.358, 0.098000, 0.060000
FP, 0.358, 0.047000, 0.050000
FP, 0.358, 0.043000, 0.041000
FP, 0.358, 0.027000, 0.000000
FP, 0.358, 0.025000, 0.000000
FP, 0.358, 0.025000, 0.000000
FP, 0.358, 0.025000, 0.000000
FP, 0.358, 0.025000, 0.000000
FP, 0.358, 0.026000, 0.000000
FP, 0.358, 0.026000, 0.000000
FP, 0.358, 0.026000, 0.000000
FP, 0.358, 0.026000, 0.000000
FP, 0.088, 0.048000, 0.084000
FP, 0.319, 0.423000, 0.231000
FP, 0.039, 0.094000, 0.038000
FP, 0.001, 0.100000, 0.044000
FP, 0.001, 0.098000, 0.042000
PASS, 0.002, 0.098000, 0.015000
FP, 0.019, 0.125000, 0.000000
FP, 0.019, 0.129000, 0.000000
FP, 0.005, 0.074000, 0.000000
FP, 0.005, 0.074000, 0.000000
FP, 0.006, 0.080000, 0.000000
FP, 0.002, 0.200000, 0.040000
FP, 0.0025, 0.200000, 0.040000
FP, 0.0025, 0.143000, 0.038000
FP, 0.012, 0.167000, 0.000000
FP, 0.012, 0.391000, 0.212000
FP, 0.012, 0.080000, 0.000000
FP, 0.012, 0.063000, 0.000000
FP, 0.0075, 0.093000, 0.065000
FP, 0.0075, 0.093000, 0.063000
FP, 0.0075, 0.091000, 0.061000
FP, 0.0075, 0.091000, 0.065000
FP, 0.007, 0.091000, 0.065000
FP, 0.008, 0.089000, 0.065000
FP, 0.008, 0.085000, 0.065000
FP, 0.0075, 0.085000, 0.062000
FP, 0.008, 0.085000, 0.065000
FP, 0.008, 0.250000, 0.000000
FP, 0.046, 0.286000, 0.000000
FP, 0.046, 0.198000, 0.163000
FP, 0.046, 0.379000, 0.308000
FP, 0.034, 0.280000, 0.105000
FP, 0.034, 0.105000, 0.000000
FP, 0.034, 0.095000, 0.000000
FP, 0.44, 1.000000, 0.400000
FP, 0.0005, 0.057000, 0.000000
FP, 0.001, 0.057000, 0.000000
FP, 0.004, 0.093000, 0.088000
FP, 0.004, 0.063000, 0.048000
FP, 0.004, 0.063000, 0.029000
FP, 0.005, 0.063000, 0.029000
FP, 0.004, 0.063000, 0.031000
FP, 0.059, 0.625000, 0.261000
FP, 0.273, 0.111000, 0.138000
FP, 0.273, 0.100000, 0.000000
FP, 0.001502, 0.462000, 0.120000
FP, 0.459, 0.059000, 0.032000
FP, 0.459, 0.056000, 0.000000
FP, 0.01, 0.125000, 0.000000
FP, 0.011, 0.125000, 0.000000
FP, 0.0085, 0.125000, 0.000000
FP, 0.014, 0.061000, 0.000000
FP, 0.015, 0.061000, 0.000000
FP, 0.035, 0.100000, 0.043000
FP, 0.035, 0.103000, 0.042000
FP, 0.03, 0.071000, 0.042000
FP, 0.03, 0.087000, 0.121000
FP, 0.207, 0.132000, 0.121000
FP, 0.12, 0.045000, 0.050000
FP, 0.12, 0.095000, 0.036000
FP, 0.008, 0.091000, 0.036000
FP, 0.017, 0.091000, 0.034000
FP, 0.024, 0.125000, 0.094000
FP, 0.024, 0.040000, 0.000000
FP, 0.024, 0.039000, 0.000000
FP, 0.024, 0.039000, 0.000000
FP, 0.024, 0.063000, 0.036000
FP, 0.008, 0.065000, 0.000000
FP, 0.008, 0.065000, 0.000000
FP, 0.0075, 0.065000, 0.000000
FP, 0.0025, 0.061000, 0.000000
FP, 0.003, 0.061000, 0.000000
FP, 0.026, 0.176000, 0.000000
FP, 0.021, 0.188000, 0.000000
FP, 0.00641, 0.167000, 0.000000
FP, 0.001611, 0.105000, 0.000000
FP, 0.011, 0.034000, 0.019000
FP, 0.012, 0.033000, 0.019000
FP, 0.009, 0.036000, 0.018000
FP, 0.009, 0.121000, 0.123000
FP, 0.0005, 0.077000, 0.020000
FP, 0.0005, 0.053000, 0.000000
FP, 0.0005, 0.053000, 0.000000
FP, 0.0005, 0.051000, 0.000000
FP, 0.0005, 0.054000, 0.000000
FP, 0.0005, 0.054000, 0.000000
FP, 0.0005, 0.056000, 0.000000
FP, 0.0005, 0.050000, 0.021000
