Filter,SWAF,TAF,NAF
FP, 0.041, 0.073000, 0.019000
FP, 0.014, 0.231000, 0.104000
FP, 0.014, 0.250000, 0.043000
FP, 0.033, 0.133000, 0.018000
FP, 0.028, 0.231000, 0.052000
FP, 0.062, 0.082000, 0.065000
FP, 0.012, 0.125000, 0.051000
FP, 0.014, 0.123000, 0.051000
FP, 0.014, 0.123000, 0.051000
FP, 0.048, 0.087000, 0.111000
FP, 0.004004, 0.500000, 0.000000
FP, 0.004004, 0.182000, 0.000000
FP, 0.079, 0.182000, 0.000000
FP, 0.003112, 0.182000, 0.000000
FP, 0.046, 0.188000, 0.270000
FP, 0.212, 0.214000, 0.038000
FP, 0.212, 0.114000, 0.056000
FP, 0.212, 1.000000, 0.000000
FP, 0.091, 0.400000, 0.000000
FP, 0.319, 0.333000, 0.100000
FP, 0.181, 0.231000, 0.043000
FP, 0.181, 0.070000, 0.116000
FP, 0.181, 0.050000, 0.033000
FP, 0.181, 0.050000, 0.033000
FP, 0.022, 0.054000, 0.039000
FP, 0.135, 0.069000, 0.085000
FP, 0.029, 0.250000, 0.100000
FP, 0.029, 0.182000, 0.077000
FP, 0.261, 0.273000, 0.167000
FP, 0.25, 0.250000, 0.167000
FP, 0.248, 0.250000, 0.167000
FP, 0.091, 0.143000, 0.077000
FP, 0.039, 0.143000, 0.000000
FP, 0.004193, 0.214000, 0.000000
FP, 0.027, 0.182000, 0.000000
FP, 0.005081, 0.182000, 0.000000
FP, 0.005081, 0.286000, 0.000000
FP, 0.252, 0.250000, 0.000000
FP, 0.082, 0.250000, 0.000000
FP, 0.082, 0.250000, 0.000000
FP, 0.063, 0.250000, 0.000000
FP, 0.063, 0.250000, 0.000000
FP, 0.063, 0.250000, 0.000000
FP, 0.063, 0.500000, 0.000000
FP, 0.007007, 0.500000, 0.000000
FP, 0.108, 0.172000, 0.043000
FP, 0.011, 0.125000, 0.043000
FP, 0.009, 0.118000, 0.018000
FP, 0.009, 0.360000, 0.368000
PASS, 0.009, 0.111000, 0.000000
FP, 0.075, 0.121000, 0.063000
FP, 0.0095, 0.409000, 0.158000
FP, 0.007182, 0.125000, 0.080000
FP, 0.006276, 0.125000, 0.080000
FP, 0.006276, 1.000000, 0.000000
FP, 0.006276, 1.000000, 0.000000
PASS, 0.006276, 0.356000, 0.000000
FP, 0.006276, 1.000000, 0.000000
FP, 0.006276, 0.431000, 0.288000
FP, 0.007, 0.056000, 0.077000
FP, 0.007, 0.056000, 0.077000
FP, 0.0065, 0.056000, 0.051000
FP, 0.0005, 0.059000, 0.014000
FP, 0.0005, 0.048000, 0.020000
FP, 0.0075, 0.067000, 0.043000
FP, 0.0075, 0.067000, 0.042000
FP, 0.107, 0.120000, 0.080000
FP, 0.098, 0.130000, 0.083000
FP, 0.098, 0.667000, 0.000000
FP, 0.098, 0.091000, 0.000000
FP, 0.219, 0.556000, 0.143000
FP, 0.219, 0.043000, 0.000000
FP, 0.219, 0.042000, 0.000000
FP, 0.219, 0.043000, 0.000000
FP, 0.219, 0.042000, 0.000000
FP, 0.219, 0.041000, 0.000000
FP, 0.219, 0.042000, 0.000000
FP, 0.219, 0.042000, 0.000000
FP, 0.219, 0.042000, 0.000000
FP, 0.014, 0.070000, 0.024000
FP, 0.014, 0.070000, 0.050000
FP, 0.012, 0.070000, 0.026000
FP, 0.0075, 0.070000, 0.000000
FP, 0.004, 0.070000, 0.000000
FP, 0.004, 0.054000, 0.000000
FP, 0.0045, 0.080000, 0.018000
FP, 0.004, 0.080000, 0.018000
FP, 0.004, 0.080000, 0.018000
FP, 0.004, 0.078000, 0.018000
FP, 0.004, 0.078000, 0.020000
FP, 0.0035, 0.080000, 0.019000
FP, 0.004, 0.082000, 0.019000
FP, 0.004, 0.083000, 0.018000
FP, 0.0045, 0.083000, 0.018000
FP, 0.0045, 0.083000, 0.000000
FP, 0.038, 0.081000, 0.021000
FP, 0.12, 0.231000, 0.019000
FP, 0.156, 0.261000, 0.037000
FP, 0.135, 0.261000, 0.037000
FP, 0.157, 0.238000, 0.037000
FP, 0.095, 0.192000, 0.051000
FP, 0.095, 0.083000, 0.000000
FP, 0.0025, 0.054000, 0.064000
FP, 0.0025, 0.038000, 0.023000
PASS, 0.0025, 0.389000, 0.000000
FP, 0.0035, 0.043000, 0.067000
FP, 0.036, 0.333000, 0.100000
FP, 0.107, 0.040000, 0.075000
FP, 0.092, 0.040000, 0.021000
FP, 0.09, 0.041000, 0.021000
FP, 0.068, 0.045000, 0.025000
FP, 0.066, 0.043000, 0.025000
FP, 0.067, 0.043000, 0.026000
FP, 0.067, 0.045000, 0.027000
FP, 0.406, 0.106000, 0.082000
FP, 0.048, 0.068000, 0.075000
FP, 0.02, 0.068000, 0.060000
FP, 0.197, 0.138000, 0.076000
FP, 0.42, 0.053000, 0.067000
FP, 0.173, 0.094000, 0.047000
FP, 0.186, 0.032000, 0.063000
FP, 0.273, 0.064000, 0.058000
FP, 0.27, 0.093000, 0.092000
FP, 0.004, 0.016000, 0.059000
FP, 0.0065, 0.017000, 0.065000
FP, 0.0065, 0.018000, 0.067000
FP, 0.186, 0.163000, 0.063000
FP, 0.058, 0.041000, 0.036000
FP, 0.095, 0.039000, 0.045000
FP, 0.112, 0.053000, 0.090000
FP, 0.006, 0.077000, 0.044000
FP, 0.006, 0.077000, 0.044000
FP, 0.006, 0.074000, 0.045000
FP, 0.005, 0.063000, 0.039000
FP, 0.0065, 0.057000, 0.024000
FP, 0.0065, 0.200000, 0.286000
FP, 0.0055, 0.054000, 0.053000
FP, 0.0065, 0.056000, 0.056000
FP, 0.006, 0.057000, 0.056000
FP, 0.03, 0.167000, 0.000000
FP, 0.029, 0.167000, 0.000000
FP, 0.028, 0.154000, 0.000000
FP, 0.025, 0.154000, 0.000000
FP, 0.009, 0.059000, 0.054000
FP, 0.009, 0.059000, 0.054000
FP, 0.008008, 0.227000, 0.091000
FP, 0.008, 0.208000, 0.091000
FP, 0.005, 0.080000, 0.000000
FP, 0.005, 0.077000, 0.000000
FP, 0.013, 0.119000, 0.045000
FP, 0.013, 0.048000, 0.000000
FP, 0.013, 0.043000, 0.000000
FP, 0.013, 0.043000, 0.000000
FP, 0.007, 0.043000, 0.000000
FP, 0.007, 0.043000, 0.000000
FP, 0.007, 0.044000, 0.000000
FP, 0.007, 0.043000, 0.000000
FP, 0.019, 0.048000, 0.051000
FP, 0.019, 0.048000, 0.050000
FP, 0.013, 0.049000, 0.000000
FP, 0.013, 0.077000, 0.012000
FP, 0.013, 0.061000, 0.024000
FP, 0.034, 0.044000, 0.057000
FP, 0.034, 0.053000, 0.000000
FP, 0.034, 0.056000, 0.000000
FP, 0.034, 0.057000, 0.000000
FP, 0.034, 0.057000, 0.000000
FP, 0.034, 0.056000, 0.000000
FP, 0.034, 0.057000, 0.000000
FP, 0.034, 0.057000, 0.000000
FP, 0.034, 0.259000, 0.154000
FP, 0.607, 0.310000, 0.154000
FP, 0.002, 0.047000, 0.043000
FP, 0.002, 0.048000, 0.043000
FP, 0.0075, 0.050000, 0.043000
FP, 0.006, 0.091000, 0.051000
FP, 0.006, 0.667000, 0.000000
FP, 0.006, 0.500000, 0.000000
FP, 0.006, 0.500000, 0.000000
FP, 0.006, 0.057000, 0.050000
FP, 0.006, 0.059000, 0.050000
FP, 0.006, 0.057000, 0.049000
FP, 0.133, 0.097000, 0.020000
FP, 0.133, 0.100000, 0.019000
FP, 0.133, 0.081000, 0.046000
FP, 0.133, 0.054000, 0.000000
FP, 0.133, 0.054000, 0.000000
FP, 0.133, 0.054000, 0.000000
FP, 0.232, 0.167000, 0.132000
FP, 0.232, 0.103000, 0.000000
FP, 0.012, 0.067000, 0.030000
FP, 0.013, 0.069000, 0.033000
FP, 0.0045, 0.071000, 0.034000
FP, 0.013, 0.074000, 0.036000
FP, 0.025, 0.067000, 0.037000
FP, 0.016, 0.061000, 0.036000
FP, 0.013, 0.061000, 0.000000
FP, 0.013, 0.200000, 0.050000
FP, 0.013, 0.051000, 0.025000
FP, 0.013, 0.051000, 0.025000
FP, 0.013, 0.053000, 0.026000
FP, 0.0035, 0.071000, 0.000000
FP, 0.0045, 0.121000, 0.029000
FP, 0.0055, 0.125000, 0.030000
FP, 0.0035, 0.125000, 0.030000
FP, 0.002, 0.129000, 0.030000
FP, 0.002, 0.129000, 0.032000
FP, 0.002, 0.057000, 0.023000
FP, 0.002, 0.054000, 0.044000
FP, 0.002, 0.057000, 0.044000
FP, 0.0045, 0.057000, 0.044000
FP, 0.0045, 0.057000, 0.044000
FP, 0.0045, 0.056000, 0.044000
FP, 0.005, 0.056000, 0.044000
FP, 0.033, 0.167000, 0.079000
FP, 0.033, 0.105000, 0.043000
FP, 0.033, 0.081000, 0.043000
FP, 0.033, 0.083000, 0.022000
FP, 0.033, 0.063000, 0.022000
FP, 0.02, 0.118000, 0.073000
FP, 0.02, 0.114000, 0.073000
FP, 0.02, 0.114000, 0.073000
FP, 0.02, 0.056000, 0.000000
FP, 0.02, 0.056000, 0.000000
FP, 0.02, 0.057000, 0.000000
FP, 0.02, 0.057000, 0.000000
FP, 0.02, 0.063000, 0.000000
FP, 0.02, 0.091000, 0.096000
FP, 0.026, 0.077000, 0.000000
FP, 0.026, 0.056000, 0.000000
FP, 0.026, 0.054000, 0.000000
FP, 0.026, 0.056000, 0.000000
FP, 0.026, 0.056000, 0.000000
FP, 0.026, 0.054000, 0.000000
FP, 0.026, 0.054000, 0.000000
FP, 0.026, 0.057000, 0.000000
FP, 0.026, 0.057000, 0.000000
FP, 0.0055, 0.069000, 0.023000
FP, 0.0045, 0.065000, 0.020000
FP, 0.003, 0.067000, 0.020000
FP, 0.003, 0.121000, 0.056000
FP, 0.005, 0.069000, 0.000000
FP, 0.005, 0.069000, 0.000000
FP, 0.005, 0.067000, 0.000000
FP, 0.005, 0.069000, 0.000000
FP, 0.004, 0.069000, 0.000000
FP, 0.005, 0.133000, 0.061000
FP, 0.026, 0.091000, 0.037000
FP, 0.019, 0.111000, 0.038000
FP, 0.013, 0.097000, 0.000000
FP, 0.011, 0.103000, 0.000000
FP, 0.0065, 0.143000, 0.000000
FP, 0.0065, 0.148000, 0.000000
FP, 0.0025, 0.057000, 0.025000
FP, 0.002, 0.045000, 0.024000
FP, 0.002, 0.048000, 0.023000
FP, 0.003, 0.048000, 0.025000
FP, 0.002, 0.048000, 0.000000
FP, 0.002, 0.051000, 0.000000
FP, 0.002, 0.212000, 0.030000
FP, 0.015, 0.067000, 0.057000
FP, 0.015, 0.067000, 0.057000
FP, 0.015, 0.067000, 0.057000
FP, 0.015, 0.044000, 0.000000
FP, 0.015, 0.044000, 0.000000
FP, 0.04, 0.059000, 0.077000
FP, 0.038, 0.088000, 0.079000
FP, 0.093, 0.097000, 0.073000
FP, 0.093, 0.071000, 0.053000
FP, 0.093, 0.059000, 0.021000
FP, 0.093, 0.056000, 0.020000
FP, 0.093, 0.061000, 0.021000
FP, 0.093, 0.061000, 0.021000
FP, 0.093, 0.059000, 0.000000
FP, 0.093, 0.054000, 0.000000
FP, 0.093, 0.051000, 0.000000
FP, 0.093, 0.053000, 0.000000
FP, 0.093, 0.054000, 0.000000
FP, 0.016, 0.129000, 0.061000
FP, 0.017, 0.129000, 0.061000
FP, 0.017, 0.070000, 0.029000
FP, 0.017, 0.070000, 0.029000
FP, 0.017, 0.068000, 0.029000
FP, 0.017, 0.067000, 0.029000
FP, 0.017, 0.065000, 0.029000
FP, 0.017, 0.065000, 0.029000
FP, 0.017, 0.065000, 0.027000
FP, 0.017, 0.067000, 0.027000
FP, 0.017, 0.068000, 0.024000
FP, 0.021, 0.111000, 0.042000
FP, 0.021, 0.111000, 0.042000
FP, 0.016, 0.107000, 0.033000
FP, 0.006006, 0.107000, 0.030000
FP, 0.006, 0.120000, 0.031000
FP, 0.787, 0.889000, 0.000000
FP, 0.787, 0.033000, 0.000000
FP, 0.009, 0.051000, 0.053000
FP, 0.009, 0.053000, 0.054000
FP, 0.009, 0.053000, 0.056000
FP, 0.009, 0.053000, 0.056000
FP, 0.009, 0.041000, 0.000000
FP, 0.009, 0.041000, 0.000000
FP, 0.009, 0.043000, 0.000000
FP, 0.009, 0.044000, 0.000000
FP, 0.0015, 0.043000, 0.000000
FP, 0.0015, 0.042000, 0.000000
FP, 0.0015, 0.042000, 0.000000
FP, 0.0085, 0.091000, 0.024000
FP, 0.009, 0.088000, 0.023000
FP, 0.0075, 0.094000, 0.024000
FP, 0.0005, 0.167000, 0.173000
FP, 0.0005, 0.110000, 0.094000
FP, 0.0005, 0.083000, 0.082000
FP, 0.0005, 0.109000, 0.025000
FP, 0.011, 0.059000, 0.023000
FP, 0.007, 0.057000, 0.023000
FP, 0.005, 0.057000, 0.022000
FP, 0.0045, 0.057000, 0.021000
FP, 0.004, 0.057000, 0.022000
FP, 0.004, 0.057000, 0.022000
FP, 0.061, 0.158000, 0.000000
FP, 0.057, 0.158000, 0.000000
FP, 0.019, 0.162000, 0.000000
FP, 0.097, 0.089000, 0.086000
FP, 0.061, 0.118000, 0.086000
FP, 0.023, 0.077000, 0.038000
FP, 0.168, 0.114000, 0.077000
FP, 0.186, 0.116000, 0.147000
FP, 0.287, 0.096000, 0.146000
FP, 0.209, 0.167000, 0.111000
FP, 0.189, 0.167000, 0.111000
FP, 0.31, 0.357000, 0.179000
FP, 0.593, 0.125000, 0.069000
FP, 0.0095, 0.039000, 0.020000
FP, 0.011, 0.038000, 0.019000
FP, 0.0065, 0.056000, 0.019000
FP, 0.0065, 0.035000, 0.019000
FP, 0.088, 0.063000, 0.043000
FP, 0.038, 0.050000, 0.000000
FP, 0.0095, 0.071000, 0.000000
FP, 0.02, 0.073000, 0.000000
FP, 0.019, 0.053000, 0.000000
FP, 0.076, 0.054000, 0.000000
FP, 0.018, 0.054000, 0.000000
FP, 0.075, 0.061000, 0.000000
FP, 0.016, 0.061000, 0.000000
FP, 0.073, 0.061000, 0.000000
FP, 0.001, 0.077000, 0.085000
FP, 0.002, 0.058000, 0.030000
FP, 0.002, 0.058000, 0.016000
FP, 0.002, 0.063000, 0.038000
FP, 0.002, 0.067000, 0.036000
FP, 0.0015, 0.047000, 0.022000
FP, 0.0015, 0.043000, 0.020000
FP, 0.0015, 0.045000, 0.020000
FP, 0.0015, 0.048000, 0.020000
FP, 0.0015, 0.048000, 0.020000
FP, 0.0015, 0.056000, 0.000000
FP, 0.0015, 0.056000, 0.000000
FP, 0.0015, 0.063000, 0.000000
FP, 0.0015, 0.065000, 0.000000
FP, 0.0015, 0.065000, 0.000000
FP, 0.0015, 0.061000, 0.000000
FP, 0.0015, 0.059000, 0.000000
FP, 0.0015, 0.086000, 0.000000
FP, 0.0015, 0.083000, 0.000000
FP, 0.0015, 0.086000, 0.000000
FP, 0.0015, 0.083000, 0.000000
FP, 0.0015, 0.056000, 0.000000
PASS, 0.0015, 0.293000, 0.000000
FP, 0.0015, 0.041000, 0.000000
FP, 0.0015, 0.042000, 0.000000
FP, 0.0015, 0.043000, 0.000000
FP, 0.0015, 0.043000, 0.000000
FP, 0.0015, 0.044000, 0.000000
FP, 0.0015, 0.057000, 0.034000
FP, 0.0015, 0.061000, 0.000000
FP, 0.0015, 0.059000, 0.000000
FP, 0.007503, 0.071000, 0.054000
FP, 0.007503, 0.071000, 0.054000
FP, 0.007503, 0.070000, 0.054000
FP, 0.007503, 0.070000, 0.053000
FP, 0.007503, 0.070000, 0.052000
FP, 0.007503, 0.073000, 0.052000
FP, 0.006952, 0.079000, 0.054000
FP, 0.006952, 0.079000, 0.054000
FP, 0.006944, 0.079000, 0.054000
FP, 0.37, 0.068000, 0.019000
FP, 0.003937, 0.391000, 0.167000
FP, 0.018, 0.172000, 0.053000
PASS, 0.0075, 0.071000, 0.025000
FP, 0.006, 0.048000, 0.049000
FP, 0.006, 0.048000, 0.049000
FP, 0.006, 0.045000, 0.041000
FP, 0.182, 0.118000, 0.077000
FP, 0.002, 0.065000, 0.000000
FP, 0.0015, 0.065000, 0.000000
FP, 0.0015, 0.065000, 0.000000
FP, 0.0015, 0.065000, 0.000000
FP, 0.001, 0.067000, 0.000000
FP, 0.001, 0.067000, 0.000000
FP, 0.016, 0.116000, 0.041000
FP, 0.016, 0.116000, 0.039000
FP, 0.016, 0.116000, 0.038000
FP, 0.0045, 0.100000, 0.000000
FP, 0.004, 0.073000, 0.000000
FP, 0.011, 0.091000, 0.063000
FP, 0.012, 0.095000, 0.061000
FP, 0.01, 0.095000, 0.063000
FP, 0.012, 0.100000, 0.068000
FP, 0.012, 0.068000, 0.028000
FP, 0.012, 0.087000, 0.028000
FP, 0.012, 0.067000, 0.027000
FP, 0.012, 0.070000, 0.028000
FP, 0.012, 0.070000, 0.027000
FP, 0.012, 0.071000, 0.000000
FP, 0.012, 0.073000, 0.000000
FP, 0.0025, 0.108000, 0.000000
FP, 0.0025, 0.108000, 0.000000
FP, 0.0025, 0.114000, 0.000000
FP, 0.0025, 0.114000, 0.000000
FP, 0.0025, 0.111000, 0.000000
FP, 0.0025, 0.063000, 0.000000
FP, 0.0025, 0.032000, 0.000000
FP, 0.076, 0.088000, 0.067000
FP, 0.075, 0.088000, 0.068000
FP, 0.285, 0.118000, 0.081000
FP, 0.321, 0.067000, 0.059000
FP, 0.122, 0.118000, 0.053000
FP, 0.107, 0.135000, 0.048000
FP, 0.107, 0.070000, 0.000000
FP, 0.01, 0.188000, 0.077000
FP, 0.003, 0.067000, 0.056000
FP, 0.002, 0.063000, 0.059000
FP, 0.002, 0.067000, 0.063000
FP, 0.002, 0.057000, 0.029000
FP, 0.007, 0.086000, 0.057000
FP, 0.007, 0.086000, 0.056000
FP, 0.0045, 0.057000, 0.063000
FP, 0.0045, 0.054000, 0.029000
FP, 0.004, 0.056000, 0.031000
FP, 0.004, 0.056000, 0.031000
FP, 0.0025, 0.059000, 0.000000
FP, 0.016, 0.079000, 0.032000
FP, 0.018, 0.056000, 0.036000
FP, 0.007, 0.074000, 0.000000
FP, 0.0065, 0.074000, 0.000000
FP, 0.0065, 0.069000, 0.000000
FP, 0.0065, 0.069000, 0.000000
FP, 0.043, 0.086000, 0.059000
FP, 0.031, 0.054000, 0.032000
FP, 0.0025, 0.061000, 0.028000
FP, 0.0025, 0.061000, 0.028000
FP, 0.001, 0.059000, 0.029000
FP, 0.001, 0.057000, 0.027000
FP, 0.001, 0.057000, 0.028000
FP, 0.001, 0.057000, 0.030000
FP, 0.018, 0.068000, 0.032000
FP, 0.018, 0.039000, 0.025000
FP, 0.301, 0.075000, 0.053000
FP, 0.317, 0.092000, 0.067000
FP, 0.317, 0.133000, 0.074000
FP, 0.161, 0.078000, 0.026000
FP, 0.214, 0.074000, 0.071000
FP, 0.062, 0.035000, 0.075000
FP, 0.178, 0.054000, 0.033000
FP, 0.12, 0.043000, 0.061000
FP, 0.224, 0.065000, 0.075000
FP, 0.108, 0.069000, 0.073000
FP, 0.083, 0.069000, 0.073000
FP, 0.062, 0.036000, 0.034000
FP, 0.061, 0.036000, 0.000000
FP, 0.014, 0.054000, 0.061000
FP, 0.307, 0.069000, 0.081000
FP, 0.107, 0.060000, 0.016000
FP, 0.208, 0.151000, 0.038000
FP, 0.129, 0.045000, 0.086000
FP, 0.003, 0.057000, 0.035000
FP, 0.458, 0.086000, 0.021000
FP, 0.151, 0.083000, 0.039000
FP, 0.021, 0.093000, 0.069000
FP, 0.014, 0.075000, 0.029000
FP, 0.012, 0.154000, 0.009804
FP, 0.005, 0.063000, 0.041000
FP, 0.024, 0.038000, 0.047000
FP, 0.073, 0.033000, 0.041000
FP, 0.079, 0.033000, 0.039000
FP, 0.012, 0.053000, 0.019000
FP, 0.127, 0.111000, 0.077000
FP, 0.035, 0.073000, 0.011000
FP, 0.418, 0.075000, 0.104000
FP, 0.425, 0.060000, 0.059000
FP, 0.373, 0.056000, 0.098000
FP, 0.216, 0.110000, 0.042000
FP, 0.194, 0.048000, 0.066000
FP, 0.372, 0.068000, 0.079000
FP, 0.088, 0.091000, 0.073000
FP, 0.141, 0.059000, 0.082000
FP, 0.286, 0.054000, 0.067000
FP, 0.046, 0.028000, 0.025000
FP, 0.07, 0.114000, 0.061000
FP, 0.07, 0.112000, 0.061000
FP, 0.068, 0.110000, 0.060000
FP, 0.068, 0.044000, 0.038000
FP, 0.24, 0.225000, 0.067000
